centroid_mean,centroid_var,flux_mean,flux_var,rmse_mean,rmse_var,zcr_mean,zcr_var,contrast_mean,contrast_var,bandwidth_mean,bandwidth_var,flatness_mean,flatness_var,rolloff_mean,rolloff_var,mfcc_0_mean,mfcc_0_var,mfcc_1_mean,mfcc_1_var,mfcc_2_mean,mfcc_2_var,mfcc_3_mean,mfcc_3_var,mfcc_4_mean,mfcc_4_var,mfcc_5_mean,mfcc_5_var,mfcc_6_mean,mfcc_6_var,mfcc_7_mean,mfcc_7_var,mfcc_8_mean,mfcc_8_var,mfcc_9_mean,mfcc_9_var,mfcc_10_mean,mfcc_10_var,mfcc_11_mean,mfcc_11_var,mfcc_12_mean,mfcc_12_var,mfcc_13_mean,mfcc_13_var,mfcc_14_mean,mfcc_14_var,mfcc_15_mean,mfcc_15_var,mfcc_16_mean,mfcc_16_var,mfcc_17_mean,mfcc_17_var,mfcc_18_mean,mfcc_18_var,mfcc_19_mean,mfcc_19_var,tempo,label
1703.831537692374,177677.68601183943,1.457924,2.2112079,0.12796023,0.004140778,0.08253455528846154,0.0009057739641539444,20.846251928476903,73.06089303182368,1928.5039715037344,119879.49272080004,0.004834225,8.842223e-05,3554.137995793269,1103800.393702857,-192.04062,2759.7502,127.59358,306.90637,-23.151518,366.02518,41.638138,190.44693,-6.0993323,154.71796,20.62554,93.47036,-16.160423,54.62065,17.718815,100.96695,-15.198517,95.05648,10.390252,107.59251,-9.811357,74.32012,10.268942,55.31144,-4.8422184,42.074875,9.248254,55.97926,-7.1780725,54.880966,-2.8977046,51.50347,-3.9326859,46.30522,0.5004172,42.326122,-5.255974,44.37098,-0.4751263,53.81423,129.19921875,0
1206.3983831968383,404971.7263735794,1.6203722,7.7697444,0.08971298,0.004396923,0.039708533653846155,0.0017324235453408143,18.868292558392408,60.71618172185881,1855.1578367193351,217102.9713833261,0.0019043832,1.1996406e-05,2632.6825420673076,3377932.811207179,-341.99686,15422.882,116.90704,450.1016,18.948425,516.99335,45.782986,218.36804,17.310839,178.80656,25.058016,106.614334,0.25091553,405.72345,24.14283,94.641464,-0.4752871,238.71541,11.076596,74.33411,1.1883147,73.926186,9.87817,53.37343,1.4562916,51.048042,5.2746077,54.862297,-2.7969835,42.24725,1.1492751,47.206867,1.4540559,29.493475,0.31870815,28.505177,-0.5596602,31.470266,0.33600494,28.76707,103.359375,0
1626.3038924970554,481096.2279411748,1.7539587,4.4435034,0.14749876,0.0035670141,0.0783428485576923,0.005266369531845906,21.97903728609739,72.40039242595498,1758.0773620548794,78327.40413825566,0.0035124705,4.6225745e-05,3173.4972205528848,1282252.214955014,-191.18105,3846.5032,131.56839,1287.7532,-23.338259,409.92877,36.031403,252.04437,-16.962652,335.65186,27.222176,137.86871,-16.096786,211.30588,4.5309334,220.82094,-12.732385,91.44801,5.105208,132.8818,-17.226326,89.27215,1.6063653,72.79931,-8.811021,51.600082,-4.0593004,71.25504,-9.066559,41.135212,2.6208563,50.489723,-7.104399,56.760162,-2.8676639,55.957737,-2.329902,41.77367,-4.774233,28.227894,161.4990234375,0
793.7389091510112,80750.36961460109,1.128679,3.202673,0.13701339,0.009564235,0.024759615384615383,0.0002435077012643306,20.88958102023302,54.02641292370173,1302.3217910562062,79036.31241858058,0.0003810311,2.9824992e-07,1482.8094951923076,512363.3587453493,-298.7896,5491.3306,163.82608,380.28537,8.676779,316.35568,29.378262,99.25217,9.076722,169.24089,11.832992,125.09345,3.0558047,90.26001,10.564348,80.140114,2.968587,74.807625,9.327916,35.419865,4.025599,53.558765,5.7798104,30.170378,-0.7775211,32.998676,1.0864124,36.51881,1.0509322,42.927456,4.2325826,45.80199,4.261093,39.52037,4.811296,19.531649,1.4078478,37.908134,-2.507806,41.229767,184.5703125,0
1460.84805591425,158660.0503117707,1.6936098,4.4181914,0.07891062,0.0008756397,0.08621544471153846,0.0010208311024502185,21.791611294833093,49.03328497209683,1520.288557864807,52990.83125612361,0.001946914,9.147268e-06,2702.5826322115386,856887.3799120886,-255.64224,3601.5903,153.79514,593.82477,-36.844395,295.85648,26.530725,122.15123,-32.13861,102.54971,11.790074,75.687416,-28.86294,63.78581,-1.2410802,73.91503,-14.123316,71.84546,2.406791,96.41565,-18.987175,87.92847,2.7353256,93.28661,-9.875695,117.152214,-2.091744,112.089676,-11.678153,74.44151,-6.277355,74.15839,-6.898959,128.5208,4.7003503,64.95764,-6.867763,58.59726,-12.531258,78.646935,135.99917763157896,0
1076.5673388624687,124764.56501224135,1.3821259,6.384381,0.07296979,0.0015025006,0.04966195913461539,0.0002623060892319538,21.4571894335024,44.8408102985689,1405.4002619669336,159835.84607122774,0.0009871856,3.7757236e-06,2103.9595853365386,1315417.2415896985,-316.88565,9032.719,169.53275,944.8864,-4.4576726,1063.6338,33.535583,282.53436,-17.417286,329.32306,9.887768,101.70084,-24.393618,107.76581,0.9838999,100.41372,-5.249446,106.04694,4.3944798,93.86786,-13.722239,31.024666,-5.015768,86.8073,-10.540783,52.875217,-3.6804717,38.457096,-6.9780507,37.048607,-5.6338577,46.595463,-0.48842612,32.53053,-3.9355185,30.493788,-4.6890626,45.7577,-7.2533016,31.028738,67.99958881578948,0
1676.640944300942,521564.31892609026,1.6358768,3.7380764,0.18102364,0.011103157,0.08505108173076924,0.001962859023957563,24.452276893080107,63.2774558868356,1544.561741224247,232783.54604753727,0.00086139864,2.4534882e-06,3355.535606971154,1944291.9527618138,-226.19211,5930.6675,116.20458,3381.934,-42.699932,724.33594,42.544426,691.2004,-1.9620492,1540.7849,6.0761023,373.67175,-25.358944,265.94965,-3.7386928,118.2698,-12.156423,161.67085,-8.61798,242.38307,-13.772891,139.01712,0.28716138,101.58224,-8.933255,84.49399,-14.144122,50.28822,-8.071886,108.97002,-8.35289,109.33101,-12.105703,98.09673,-8.66513,51.404926,-6.623937,72.85229,-9.342685,78.32973,161.4990234375,0
1378.5644401029538,99260.58534906186,1.57443,4.0490727,0.08071355,0.0017675264,0.05326772836538462,0.00035965422906819177,21.543690703753324,54.737820110728634,1711.3082668056807,60815.32934742994,0.0013055542,2.3869623e-06,2801.6353665865386,603219.3885673432,-275.47385,6556.7114,143.93391,279.12973,-24.880941,483.1343,37.873783,280.95752,2.0191758,424.88373,23.82244,134.73141,-26.516094,188.99896,19.692616,165.05025,-13.939395,276.14194,0.29488385,201.9016,-4.5467024,115.90937,-3.5921078,75.89419,-5.5634847,157.15073,-8.160895,64.76618,-8.008278,136.84691,-8.075124,61.268406,-8.850861,57.956436,-13.358892,68.341705,-2.222183,69.46773,-3.6378474,65.562386,89.10290948275862,0
1676.310185548034,257464.17158922748,1.464155,2.3522716,0.16039596,0.0019631407,0.06968900240384615,0.0014172921378231614,22.26019094772683,87.02297925759876,1972.922231089663,159897.01611334222,0.0030920212,1.542367e-05,3688.306415264423,1662026.3633814082,-177.29591,2327.2249,126.96923,715.7179,-13.96502,381.58487,47.35363,260.02698,-6.2463255,162.29222,21.922972,185.97911,-22.455215,66.12706,22.495544,90.91908,-10.8099165,45.46607,22.499182,58.51462,-4.626078,48.01082,6.1814938,83.86579,-13.4292345,74.591866,5.6199584,47.192608,-3.6591394,31.91238,-0.945905,70.21166,-7.6630826,32.83209,4.4321523,53.064228,6.3779144,42.375298,-1.8621795,41.807835,161.4990234375,0
1903.7305254430564,336897.3240181093,1.2849978,1.4929228,0.09870537,0.003698201,0.08986628605769231,0.0018962194792617707,22.284740283818707,71.30740052246819,1974.9649909866487,156794.07583053753,0.0023041042,7.4202035e-06,4127.749399038462,1539127.29996337,-261.04837,4932.448,112.96095,1229.5466,-13.555901,564.73175,47.59431,398.36438,-30.092321,327.63535,15.9248705,520.077,-15.285581,186.39233,8.524826,85.6969,-13.740543,87.12291,8.253358,98.89615,-10.97298,107.7548,5.2119575,112.71374,-4.660386,35.68781,-9.272051,89.30783,-2.0334678,119.77776,-4.3729467,53.051785,-5.398728,65.33927,-2.2488189,111.59167,0.65055126,93.36617,-12.875151,151.23474,107.666015625,0
1289.3879265976846,63456.43520009723,1.8585092,7.43062,0.18926772,0.0027334755,0.07515024038461539,9.21522512943787e-05,21.825250228648652,67.76709673042531,1204.8388367900764,88685.22089441164,0.00084133743,1.2344284e-05,2225.042442908654,465985.7350638633,-222.73648,4017.1843,154.18164,564.1763,-60.24551,237.50066,13.95965,544.60376,-27.646004,136.0873,-0.26490572,116.301254,-16.801716,103.18989,12.465938,79.70387,-6.177504,65.02733,-2.354766,60.98638,-3.4897127,51.34447,3.0401192,39.4679,-1.3073597,51.773594,0.64440125,36.35709,-3.3948722,22.749647,-7.5709405,38.719418,3.09695,42.67021,1.8093218,45.31226,-1.7320061,48.952717,-4.914161,35.51736,161.4990234375,0
1283.0639788813955,561285.6044422213,1.4989142,4.597893,0.05217354,0.0024353855,0.04495192307692308,0.0019471526287011137,19.714630870801738,52.00324167656137,1725.8034425369492,293895.85384299664,0.005089982,0.00013684426,2722.790715144231,3305652.468940351,-396.54327,5706.4673,129.0549,1222.5668,7.5710497,240.16235,31.953306,250.87514,11.293036,387.70087,18.144487,245.33133,-0.38748702,116.89373,16.750957,79.91882,4.350806,89.68954,7.822034,80.81372,-1.290818,71.429535,1.0739934,59.15949,-4.1573296,62.864742,-3.496132,57.326683,-1.557897,60.960518,-2.260544,41.873333,-0.121111594,44.543125,0.03911403,55.36941,-0.3937676,31.248888,-4.221641,29.011456,161.4990234375,0
1655.7664741264211,100497.85714424863,1.709507,4.9408474,0.08716806,0.0018614299,0.09150390625,0.0012784319657545822,22.943066203013657,50.82864433005049,1742.815441562466,34980.18603557931,0.001262602,3.0166616e-06,3423.2823768028848,255975.43831845006,-288.01303,4491.54,118.13337,550.38434,-22.980173,522.67706,68.87625,814.6506,-14.3719635,349.295,15.565795,88.15547,1.5316733,170.23746,2.5001996,92.71229,-18.810442,160.98648,14.628008,60.72865,-8.533343,170.27211,3.1034515,198.83401,7.324938,84.780495,3.967295,40.910645,-8.260374,75.002,-2.6636434,83.7904,-8.131199,61.916813,-1.9039323,71.39113,-0.015977053,93.739876,-5.76622,178.41821,172.265625,0
1078.1439837280711,146680.80112627763,1.2101479,1.7398524,0.12415983,0.0046098353,0.033143028846153846,0.0005174307287092039,20.818059186274866,47.16784404501372,1757.58504804874,114019.18256921257,0.0011986535,4.6396704e-06,2076.2977013221152,1460180.7650370002,-292.82776,1837.9353,132.72383,506.03998,20.890081,554.6024,49.095135,129.89413,6.3587513,53.892673,24.688616,99.46872,-2.2468688,38.580433,10.837653,86.579605,-17.755716,80.24721,12.734502,84.07817,-9.346826,94.494,2.565817,44.173588,-4.780685,44.08482,5.6977334,86.11284,-5.4671826,65.35704,-4.257759,45.509216,-8.1306095,50.12186,-4.3935423,49.642353,-7.8136373,32.004047,-10.170106,60.192448,198.76802884615384,0
922.8725422570969,26832.1467552548,1.2997065,1.8531954,0.0788275,0.0032665967,0.037657752403846154,0.00017006219491450745,22.43202257709724,31.931675570923744,1397.190043383886,29273.050231942063,0.00042070512,5.881538e-07,1647.4556790865386,298354.1201168264,-342.2942,2891.635,144.42407,179.25989,3.8752022,643.75964,35.87783,135.08781,14.983462,177.2132,5.0303144,75.68041,2.311971,108.77599,-2.2911012,123.21747,-10.927468,33.60275,7.770979,50.39581,0.5470281,48.919674,-0.60979956,40.18605,4.7299776,65.7984,4.301135,74.557014,0.85570747,86.66113,3.7411363,61.812202,1.7775438,58.480072,-5.137199,57.67613,0.056152344,54.57873,-4.40112,46.2134,89.10290948275862,0
1648.7821086914932,296969.92450775695,1.5923551,2.1045694,0.07303612,0.0023441357,0.08895733173076924,0.004346780720547106,21.6447943883473,50.88549121359608,1797.4555429554223,65125.810694611886,0.0017474255,2.388899e-06,3183.601262019231,433207.7293565288,-305.34152,4484.3,113.61177,1096.7572,-17.27115,549.6937,52.556267,655.24915,-0.34780085,365.1262,18.62148,114.74631,-1.5608068,84.70026,12.534341,106.74332,-24.536613,89.804146,16.491888,116.36523,-0.6533467,120.0061,3.8559256,52.690678,-2.91844,72.159065,8.171279,66.75989,-10.930106,90.22206,-1.2811357,44.23308,-5.645543,56.697193,-3.5610633,79.54452,2.8897126,110.22048,3.9141343,206.70369,99.38401442307692,0
1314.752865284109,83085.68568588773,1.4076136,1.5541745,0.08049617,0.0010768546,0.0648662860576923,0.0006704017255433213,21.885802938678797,42.52091522671898,1632.0006045983337,59389.55338643322,0.0012373732,2.3851624e-06,2498.6797626201924,603776.9280728503,-281.626,2467.698,142.39159,465.65164,-16.951601,779.16235,37.643585,348.99478,-2.143233,107.50212,18.553804,139.75664,-10.304047,64.527504,6.425541,111.20238,-20.917263,83.62739,25.390793,79.295685,4.316354,112.46403,9.115129,82.24983,-5.8461285,98.941376,8.202442,80.22563,-1.7845665,63.672318,0.82285905,54.72201,-8.060882,67.785736,-0.04114914,41.259327,-0.7097896,45.42571,-3.1069899,44.405,99.38401442307692,0
1281.802072379682,219975.28520107918,1.7332592,3.0173273,0.11746201,0.002175671,0.06004356971153846,0.00090204729836368,22.6387831990613,48.79004959629055,1545.2867396459624,99356.63328162828,0.00062862155,5.212476e-07,2644.27734375,1104963.7885974003,-279.4015,4380.8423,130.98409,1054.064,-12.349515,643.6601,77.51645,408.32812,9.288918,296.22968,18.816713,139.04634,-3.6544793,183.56947,7.857604,78.79291,-17.50801,151.18013,13.491048,105.09668,2.805997,111.24287,-3.2733004,82.34172,-0.84943223,89.96867,6.756773,80.651726,-6.480527,92.405785,-4.009038,52.372272,-6.471601,110.76414,-4.166436,98.70038,-0.33097288,99.46944,-4.168673,57.464474,161.4990234375,0
